Date,DFEN,DIA,EEM,EFA,EWG,EWH,EWJ,EWZ,EZU,FAS,FAZ,FXI,GDX,GDXJ,IEFA,IEMG,IJR,ITB,IVV,IWM,KRE,PSQ,QID,SDOW,SDS,SH,SPXL,SPXS,SPXU,SPY,SRTY,TECS,TNA,TZA,UPRO,USMV,VEA,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XOP,XRT
2018-04-10,64700,5977500,87142000,19233800,2552000,3606800,8930200,18170500,12614400,1874600,831400,28169700,34933700,8407600,7681100,11733100,2853400,2577000,4183900,23420000,5713100,2002500,1622800,1777800,7446300,8021300,7414000,5667900,4285400,103529000,350000,22700,3103600,2043300,8892600,1588300,9749500,9043200,12802600,21842200,67801500,18459100,15648900,13041900,14091200,8097800,5576400,3723800
2018-04-11,78100,4733100,51569200,21099100,3722100,2047200,4583000,13348400,6508300,1879600,545800,20761300,73378100,27414400,3724300,11029900,3872700,3155900,2997600,14884600,4208200,1675400,1187800,1101000,5508000,3519300,6605700,4556800,2776400,91140200,123600,13700,2887000,1549800,5534400,2212000,6022200,7750500,6457400,21190900,52480800,10633900,8657800,9025200,8024100,6205800,5888900,1660900
2018-04-12,110600,4742400,52968500,18012500,3293000,2030700,6153100,8700200,3498300,2798500,658600,15856300,38282400,12170400,4552700,6112100,3589500,3933500,2994000,14413200,4426200,983900,1055400,1199900,4514000,4771100,6027000,4325400,2466600,68890500,109000,12900,2683000,1402200,6122100,1805300,6036100,7302600,3536800,14311600,63289100,8921500,10628000,9843700,12078800,5096900,3328500,3063000
2018-04-13,83400,5222500,56518000,14515400,3812200,3778700,4099600,14242900,3161800,3404000,804100,20740700,45733700,13663000,5566300,8808400,5484200,2652100,4026400,19813600,5548400,1902000,1292200,1117700,6190800,5131600,6007900,5040900,2786100,85079200,286200,20900,2839400,1576900,7554900,1401900,6468300,6828300,4321800,13330400,70103900,9904100,11210800,8836700,10437300,7837000,4310800,3485900
2018-04-16,82300,4018400,43005800,15678300,7545000,6926700,6153200,17010900,3712300,1504700,419900,19320700,33914400,7901600,5887200,6694500,3141300,1732000,3311600,18846900,3348600,678800,724800,1015600,7798500,3407600,3747100,3431100,2321700,63405300,165900,13100,2348900,1185200,5657100,2216400,11688300,6754000,6332100,14024300,44633600,8232700,9738700,7804700,15397600,7217200,6022200,4025200
2018-04-17,146900,3821900,58168100,17545600,3799200,3468300,4759600,11268400,3778300,2131300,598300,20758400,26116200,5385900,5701300,11346200,5426700,1318700,2794900,18624200,7090200,930500,790700,755900,5718500,3576800,4018900,3767100,2358100,64682000,135500,18600,2357500,1417500,5239500,1916800,5740100,8308800,4781200,16105300,50750100,8676800,15222800,8131300,13194500,6500900,3195000,1806200
2018-04-18,116800,3645600,80289500,17035100,4375800,4359600,6430600,15728100,7466300,1569300,654500,25368600,55934600,17867000,5122600,11527100,3754400,1035200,2766900,16974200,4813500,683700,902900,591200,3251300,2177000,3330000,3363200,2577600,57303900,154700,12300,1819500,1390800,4535400,1167300,5022700,8475400,4736200,17311500,66795500,10138200,9882200,14496600,14120000,4704500,8438500,3086000
2018-04-19,96300,3721800,67581100,20004000,4100700,6250400,4764300,13969600,5640300,1798400,530800,30350200,33413200,7321000,5355100,8927000,3295300,4253800,2675400,16174500,7378800,1155000,1131100,851700,4279400,3834800,4214600,5393900,2613200,77655900,177200,14900,2140700,1703600,6260100,1494800,6195100,7601500,5819600,18150300,76142000,12515200,12905800,23643100,15167700,5833600,6467100,5538800
2018-04-20,74600,3396500,80997700,27586500,4045500,2777500,3804300,14791000,5477900,1643100,498900,22290800,47975800,9778900,5793000,8532900,2407600,3215500,2883800,21480600,4734500,1311900,1512700,838700,4009100,3080200,5689900,4857000,2783300,99953100,169000,27600,2159500,1838100,5093100,1314800,6645200,7393200,4351100,13690400,49800400,11612800,16238500,19102700,14080000,5250500,4035200,7512100
2018-04-23,55700,2491000,74337500,17696000,1922800,2666000,8116000,14288000,3313200,1346900,456800,12030000,38080800,16993600,4856500,7397400,2228200,1945200,2999700,13268200,4658100,1274700,1439500,858000,3418200,2775800,3243300,3594900,2803300,65558000,206400,14700,1904800,1308000,4759500,857000,4742700,6367000,3097700,14844600,45689200,14427800,18960300,12344900,11937000,9257300,4229500,4565500
2018-04-24,222700,7088900,72196800,22013400,2787000,4463100,7217800,15653200,3672100,2463000,890100,38221100,35369700,8767400,7825100,9928700,2558800,3029400,4818200,24859700,8938600,2618500,2027400,1533600,7993500,5231200,8778800,6933100,3514900,112885500,338100,28600,3392800,2210500,9785400,1490300,10248400,13532500,8724200,22787500,69592900,21104800,17423800,18771500,16904400,8904800,6635900,3354700
2018-04-25,172400,5269200,69106800,18280700,2269800,2868100,5661900,19166000,5550900,1552700,503300,26896600,27986500,9692400,5358400,11782200,2196600,3046900,3592500,21981400,5918200,1849600,2208600,1168300,6146700,4773300,4856000,5668900,3377900,103840900,203800,33300,2293100,1661400,7777500,1170400,9085100,9333700,7950500,13163300,51819000,14949200,15290800,19012500,13407500,8068800,4992500,2904300
2018-04-26,86700,3845800,45047800,23697700,1738500,2941900,7393800,12053500,6675000,1707000,405500,22187600,27482300,10146600,4302100,8102800,1945900,3496200,2564300,14862900,3530600,1538100,1399800,648100,4180100,2918200,5523000,4106300,2157500,67731900,190500,20300,2163900,1153800,4868100,872300,7172100,11162300,4937600,12216900,33456200,19955400,16543400,11009900,11767100,9463300,3392700,3899800
2018-04-27,140400,3209800,33545000,15395400,1720000,2651800,4887900,13468100,5133400,1096000,369700,13886000,24142000,3113400,3827100,5545100,2181400,1854500,3579900,17734300,7288100,1577300,1430300,791600,4189000,2782800,4741100,2727200,1932300,57053600,149800,15800,2024100,1267900,4747500,849000,4644300,10434400,7898400,10539300,47185200,11555800,13156500,11096100,17157300,6663300,4903800,3676600
2018-04-30,105900,3475700,49179000,21883700,1847400,3889600,5715100,10080400,9218000,1308800,460800,21743900,48350400,11381500,5585400,13419500,3297100,2354100,3839400,15624600,4944300,1033500,1492900,724400,4117600,2136200,5237100,3366200,2052300,82182300,182300,16700,2117700,1298700,5589300,2186100,5684200,10113300,4875200,12963200,41731400,15867500,8686100,13892700,12746000,7241000,6027000,3859200
2018-05-01,220200,4396600,75839300,17308000,1460900,2183500,7587000,14018000,4633300,1395900,394500,25586500,31639700,11866900,4032900,7589900,3133400,2054200,2973500,24977500,5158700,870100,1773800,1084700,4336900,2195700,5157500,4727700,2142500,74203400,163300,16600,2575200,1722200,5593800,1400000,5858000,16821500,6281100,13800900,46372400,21829500,9273900,10927100,10971300,8498000,4911700,4361900
2018-05-02,123200,2729400,66837900,16409400,5158800,2935800,6736700,18121300,7984600,1405000,308700,17749600,47085300,13130900,4651200,13243600,2061600,3003500,3090300,16786800,7749500,1139500,1047200,748500,3780500,2945700,5284600,4201400,2030600,86368900,320300,21100,1872800,1488800,4910400,1043800,6324700,12032200,6370300,13434700,45430300,14789300,13293700,18818900,12980300,11594300,3554200,2804900
2018-05-03,145600,6177500,83449200,19854600,3304500,4359200,11913800,21453500,6741600,3099000,783300,33630500,31886800,9497300,6787700,15754700,2554500,2267100,3409200,20985900,12375300,1895400,2257700,1770000,7117300,3467500,9825200,8333500,4056600,136311500,523900,25400,3238000,2153100,8204100,1567000,7903900,14692200,9760800,15329600,68947900,25826600,15545400,16634400,16480100,13524100,5015900,4242900
2018-05-04,124800,3600900,60099100,17022600,8574400,5637600,4642000,14487500,5277300,2221600,478600,21877000,25226400,5990600,4988500,9324100,2222200,1177900,2378500,17927900,6149200,1443000,1183800,1098800,8159100,3056300,5889100,5520100,3559800,91222100,265500,23200,2439800,1987600,6670200,893300,7123500,16855200,4452900,13585500,40575600,11695500,10841300,13132400,11743400,7889500,3164900,4147900
2018-05-07,93500,2983800,58886100,8172600,10534200,5067700,5366500,13946300,9045900,1567100,434800,13757300,18934400,9710800,3796200,5610100,2140500,928600,2185200,16303500,3424600,981900,1019100,910000,4301600,2167900,4272200,3724200,3345600,55304900,222700,15000,2645200,1993800,6084600,975000,12361700,23101400,4945800,17973700,36873600,11812600,13457400,9665300,8522000,5886700,7174100,4397100
2018-05-08,184200,2927200,58783600,12400300,3030100,4173700,6810700,19011400,4702800,1408700,470800,20170600,34792300,8453400,4599300,9927300,3580900,1491200,3261000,17281200,5624600,1186500,933300,955400,4022500,1976400,3465300,4663300,4238900,67499200,201600,11700,2678300,1568400,4633800,961500,6713700,8755400,3674600,28774100,47718500,10341600,15147400,8290800,23147900,9522300,11144400,3085200
2018-05-09,144500,3670500,46129500,15414000,2357600,2879500,7328600,21032300,2691200,2333500,508900,25218500,24236900,5472400,3579300,12256100,3414100,6731700,3335400,15758500,6948900,1117000,1081400,816100,5740700,3111100,4047700,4046600,3084900,59666100,215200,24500,3051700,1586900,5565300,1090100,5192400,5893400,12032900,24903900,43817000,14973400,14413300,9228200,22150500,11340200,6248500,5197600
2018-05-10,123600,3877800,115804000,18107500,1738300,5174300,6175600,26150500,4535100,2012000,460800,28428200,40726900,12938300,5581200,10564600,2773800,4290300,3494500,15828700,5737500,1093600,895900,818900,6532100,2622200,4701900,4415600,3458100,72063900,334100,23300,2222000,1579200,6376500,3885100,13671900,12379800,4833000,13890100,41445500,7213700,11566300,10242700,13961400,7845500,4618800,2503700
2018-05-11,87400,3293500,68838600,19083700,1176400,6287100,8750200,23671500,6247400,1124100,278200,24765300,25367500,10101600,3570100,6683800,2334300,1237100,2639000,14413600,4049600,987500,1091200,629500,3869400,2459000,2738500,3130200,3845300,59871500,354800,22200,2047300,1502500,5797200,1801600,5637000,11430900,3552500,12010700,25894000,8060000,8760600,10065200,6478900,10434000,4165900,5036600
2018-05-14,110300,4286300,34353300,17790300,1678100,16882200,3633100,18389900,2839200,1242300,236400,17785500,27921100,6276400,4274600,6184700,2148100,2464800,1876000,15028500,2443700,715400,1023000,722200,3175800,2415800,2527400,2991800,3245300,54790600,264200,14600,2373400,1228600,5231700,1677600,5169600,7092700,2785800,10226300,31292900,5856600,10130900,6708100,8512800,11837600,3433900,5080200
2018-05-15,76400,4755900,78379300,18330100,2248100,4628900,5468000,25638200,3114400,1086200,425400,21923100,60869800,14245100,7091000,15062200,2539500,5195600,3820400,17544900,5209500,1142600,2198500,974600,6386800,4074400,6682400,5520200,2591500,87036100,269500,28100,2238900,1812300,6015000,1719900,7081500,12520900,7163800,10482700,54655800,10180500,14262600,22686900,11070700,8806800,3706100,4380600
2018-05-16,43000,2034400,60004200,13758300,1554200,5626700,3766700,19449900,3542600,569200,169400,18166900,29674700,5325200,3382200,10669900,4193900,8136300,2068500,21004400,3396600,665500,904600,534800,3084500,1093400,5268900,2871100,1698500,53942600,323100,8900,2272900,1924700,3451500,1144300,5840000,7113500,3362400,11997200,31984900,6281300,6680500,12151300,13541300,7013600,2998400,7844900
2018-05-17,77600,2058200,73014000,16191300,2858900,2682800,4411700,33272500,4544100,701100,213900,17962000,21513100,3265400,3731000,13832500,4287200,3174000,2289900,18639700,3686800,523100,1020400,614800,3808800,1853300,4154800,4146500,1949900,56536400,352900,14700,2315700,1975400,5168700,913100,5153000,10318000,10367300,16271300,45070400,7519500,10800100,19572900,11276000,6610400,6098300,4409100
2018-05-18,53400,2408800,59258700,21815600,1803600,4465000,4193700,37339700,4674700,723500,250100,12264800,21201900,10198100,3916100,7048600,3508700,1741300,2262600,17579800,3976500,822100,1169900,403500,3362800,984100,1706400,3178600,1591200,64368000,245800,8300,1713400,1561400,4577400,876200,4018200,10000300,3275400,14092700,33266100,7482900,7882900,15664700,11810400,5838900,3631700,3181700
2018-05-21,149200,4060300,59330200,13441700,1140900,2521700,2702600,20987700,3374600,1044600,190500,11223700,24219400,7142100,3614800,9754400,2649300,1067500,1796300,15667300,5481600,422000,911600,886500,3292000,2422400,3499200,3938700,2256600,58025900,294600,24200,2506300,1498600,5125500,1230600,4164300,8062300,5296000,11513100,29647900,13744100,11289200,7928400,10742000,6406500,3456200,3506400
2018-05-22,90400,2329300,32584700,12897900,1367100,3512000,3405100,26682300,2446600,934100,308000,15770100,29793700,8704000,3269200,9289700,2877500,2678600,1919200,13212000,7680900,691300,983800,548300,3795700,1570200,2422200,3486900,1656200,52966400,227100,8300,2089300,1157600,4187400,1081000,5238700,6125800,3852500,16583400,52841400,8754900,7391000,9383800,11025700,5770200,7544000,6487300
2018-05-23,56600,3489400,70687800,23332600,2786900,4686000,7457900,27741300,5556700,1564200,318900,18342300,35634500,11391900,3398800,10784200,2657900,3291000,2278200,14235700,8845700,923000,1348000,723200,4011500,2848300,3009600,4295200,2521400,64694200,339800,14800,2108500,1541700,3815100,983100,6443800,10280500,3649400,16605800,44968500,12909000,14693800,18136200,13582900,8360500,6091300,2615200
2018-05-24,67300,3448100,79762900,21542400,10118700,2406900,13661700,31182400,6330900,1375800,312900,14216600,43392200,12779500,4900100,7578300,3017000,3067100,3192400,12785000,5610300,666300,3226700,795100,3940600,1883800,3219500,3686000,3393600,76043800,694100,9300,2283700,1703600,2704600,1475300,6320100,6830500,3549400,19154800,43245200,9371800,11200700,9843800,12897600,7166500,6085400,2732500
2018-05-25,58800,4207000,39374500,17225600,5290800,7077000,7696200,33143600,11034400,970200,226500,10649900,45369500,12850700,5425500,7315100,2237900,3483100,3327200,11150200,3391200,911200,2984300,453500,2945300,2262700,1971600,2490100,2355000,56374800,147700,9200,1745200,1033200,2305900,1207700,4372300,6083900,4057700,32453500,39312500,8111800,9391400,12913500,13871600,6853300,9941600,4694400
2018-05-29,81400,6439600,112089900,57008900,5815800,6554900,12982100,55972500,13937800,4191400,819000,30148600,38924900,8942900,10116400,17385100,4274900,3157100,4176600,20986900,11243800,1233900,3915700,1088900,6499000,2419600,5521900,5925600,4703800,115908600,401400,17900,2459800,1960500,4960400,1489700,13770600,16673400,5849900,19327500,126469700,18470400,29330400,14959300,17280700,18236800,5494900,3357300
2018-05-30,52700,4185900,72813800,25531900,4611100,4635400,8499600,38041400,13165300,2538000,487700,17373700,26859600,13169000,6176500,13511900,2972900,1330000,3904700,25169000,7277400,559100,1551300,993200,5282800,2116700,3855100,3489000,3189700,69678400,374500,12700,2218400,2519500,4252400,2591300,7097700,13925200,4353100,23022200,65843700,11431700,9965200,17628100,13885900,13167700,6717100,2922400
2018-05-31,41600,5357800,92066200,47992800,8929800,4520100,6761200,21493500,10360300,1491100,425500,19915800,21951700,8250400,10113200,16800700,3180300,2813700,4633600,28573700,6164200,1013400,2197000,1020200,5064200,2068900,4017000,4934300,2550400,93519900,315100,29700,2160800,1823400,4006400,1230100,8894400,14220700,5778300,13258700,66686900,14117000,15284000,18603000,15108200,11543500,4497400,5071000
2018-06-01,50700,3565300,66762200,39232600,3320500,3382000,5628900,50283200,6489200,2225900,309100,23839200,34934700,6071900,9836000,11744700,4018200,830400,3247400,21108200,5837800,1107400,1888500,740900,3851000,2111500,4400200,3458300,3301000,71258400,204300,28600,2573300,1336600,3131000,1102700,8203500,15672900,3802700,14102500,62934300,9717100,12722900,10944600,17180000,8037800,3931400,3840800
2018-06-04,57300,3062500,36302900,18561900,1728400,2616900,6076100,34403800,3149900,1189700,270600,13899900,14069800,4326800,9874800,5540900,5916000,895600,3088500,14836000,4706400,1152700,1268300,614800,2530900,1651400,2689200,2325300,2989300,45385200,210500,14100,2709300,1058900,2755200,1429900,6324800,9361300,4539900,13689200,44196900,8788700,9933000,11665200,14364500,7230800,3793900,4428600
2018-06-05,45300,2816400,40092200,16641000,6991500,17906400,5892300,51308700,5868200,1210700,202900,10884200,23725600,7554300,3496900,6494700,8198000,1595200,1810300,13283600,3692600,971200,1632100,558800,2681000,1691600,2540000,1984100,4688600,51135000,494300,10500,2402400,1415300,2453500,1143300,14417000,15166900,3325700,13707900,44996800,7906100,17274800,8980900,14914600,5444400,3676500,5339000
2018-06-06,61700,4102500,46801500,25445400,8802900,4495400,5358100,42168600,4789500,2497200,511900,15472200,28884400,5501400,3984900,6160700,2663400,2028300,4836800,16661300,6874600,913500,2002300,886700,2990200,2759000,3249400,2877600,4510000,62732200,375800,15100,2279400,1046400,2982700,1773900,5836700,9056900,8192400,13479200,61960000,6751900,17689500,12071000,26127900,7218900,3670100,4360000
2018-06-07,59500,4286800,89752500,25977000,3651900,6205700,5250000,118712100,9231100,1851300,449400,21809100,24370400,3245300,5168900,12929900,4035600,2567400,3081200,17571900,6561800,1423800,2583800,937700,4118800,2238800,2745700,3778800,3849000,72969400,378100,16500,2687900,1435400,3373200,1049800,7713000,17280700,5157300,15178900,65166100,9952400,19523600,16618500,21525800,7405600,3969500,7237500
2018-06-08,41100,4451000,73944700,23206300,4125900,4887800,7231700,96224400,8848100,1187100,354000,15994300,14786300,5961600,5923200,12685800,4287700,3125500,4139000,17569800,4587500,941300,2288600,848900,2932300,2349600,2116100,2625500,2892400,72139700,168500,18400,1996100,965000,4579000,1647500,7188900,11903300,3786000,11236600,47713400,6557900,9904800,17081500,11241200,6247100,4232400,3773200
2018-06-11,41500,4200200,38323500,26145100,1551200,4312800,7241600,31861300,2717300,1455100,303700,13100400,22189200,23779700,3472900,5890800,3705200,1417800,2486100,15923000,5522200,676300,1565600,556800,2063300,1062000,2045600,1958500,2855900,58892500,139100,8000,2445200,749700,2622200,2292000,5298100,6571600,2886800,10717800,47319600,5225300,7323500,13199600,17335200,7074400,2599100,7630000
